\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2025-07-12 08:00:40,,,,,,,,,,,,,,
\\For 2025,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2025-02-21,4,16685,619,1404,1057,1066,5571,1201,192,3112,588,2018,16828,143
2025-02-21,5,16885,619,1395,1058,1130,5675,1218,194,3112,568,2070,17038,153
2025-02-21,6,17334,618,1431,1111,1149,5872,1269,196,3226,553,2126,17551,216
2025-02-21,7,18582,631,1543,1206,1233,6280,1370,201,3402,639,2267,18773,191
2025-02-21,8,19753,650,1535,1286,1297,6718,1468,205,3621,642,2420,19843,90
2025-02-21,9,19927,631,1544,1292,1303,6899,1492,209,3707,631,2464,20172,245
2025-02-21,10,20007,649,1517,1294,1213,6971,1460,210,3767,647,2459,20185,179
2025-02-21,11,19751,640,1505,1255,1054,7011,1433,211,3802,627,2363,19901,150
2025-02-21,12,19383,616,1450,1263,939,7014,1398,210,3784,628,2186,19487,105
2025-02-21,13,18952,593,1440,1227,904,6964,1375,207,3759,608,2049,19126,175
2025-02-21,14,18595,595,1430,1180,832,6944,1368,207,3718,609,1963,18845,250
2025-02-21,15,18434,591,1419,1163,836,6936,1361,208,3626,650,1897,18686,253
2025-02-21,16,18487,584,1474,1183,883,6884,1373,208,3611,684,1870,18754,267
2025-02-21,17,19180,570,1518,1250,1047,6927,1423,211,3676,678,2089,19389,209
2025-02-21,18,19940,589,1546,1341,1237,7024,1499,212,3756,677,2206,20088,148
2025-02-21,19,20348,603,1584,1354,1267,7157,1562,212,3823,693,2217,20474,126
2025-02-21,20,20097,607,1579,1328,1249,7163,1558,206,3812,667,2121,20291,193
2025-02-21,21,19547,604,1579,1270,1263,7050,1526,200,3783,640,2000,19915,368
2025-02-21,22,18960,600,1555,1215,1269,6870,1461,193,3583,612,1917,19278,317
2025-02-21,23,17934,595,1549,1162,1178,6529,1372,185,3345,597,1805,18316,382
2025-02-21,24,17058,575,1494,1127,1145,6153,1283,180,3182,577,1741,17457,399
2025-02-22,1,16579,556,1497,1095,1119,5846,1220,180,3050,559,1735,16858,279
2025-02-22,2,16184,597,1478,1060,1079,5629,1177,180,2925,560,1731,16416,232
2025-02-22,3,15931,634,1477,1029,1058,5435,1154,180,2816,555,1853,16193,262
2025-02-22,4,15798,628,1461,1035,1051,5356,1145,179,2761,532,1900,16050,251
2025-02-22,5,15850,617,1459,1021,1069,5347,1151,179,2845,531,1937,16157,307
2025-02-22,6,16213,592,1451,1047,1121,5407,1170,183,2912,551,1991,16425,213
2025-02-22,7,16780,585,1474,1101,1181,5552,1210,188,2993,586,2079,16948,168
2025-02-22,8,17368,597,1483,1135,1174,5691,1273,192,3103,614,2165,17428,60
2025-02-22,9,17786,611,1503,1153,1170,5949,1316,196,3229,605,2169,17902,116
2025-02-22,10,17969,617,1520,1181,1184,6171,1328,194,3312,609,2019,18134,165
2025-02-22,11,17885,615,1512,1209,1204,6312,1321,193,3342,615,1783,18106,221
2025-02-22,12,17935,615,1471,1230,1204,6435,1304,192,3377,607,1690,18125,189
2025-02-22,13,17743,591,1460,1230,1160,6342,1275,192,3359,591,1641,17840,97
2025-02-22,14,17297,573,1484,1216,1093,6279,1257,189,3331,603,1589,17614,317
2025-02-22,15,17260,576,1496,1218,1055,6315,1269,190,3261,609,1626,17616,356
2025-02-22,16,17627,572,1490,1233,1083,6353,1298,191,3281,630,1745,17875,248
2025-02-22,17,18341,598,1498,1255,1179,6461,1353,193,3347,637,1959,18479,138
2025-02-22,18,19044,616,1506,1315,1265,6611,1407,195,3502,647,2039,19103,59
2025-02-22,19,19220,634,1520,1303,1275,6781,1433,197,3555,674,2030,19402,182
2025-02-22,20,18823,643,1522,1248,1208,6723,1403,191,3461,663,1951,19013,190
2025-02-22,21,18288,666,1501,1238,1130,6563,1357,190,3338,623,1850,18456,168
2025-02-22,22,17790,678,1478,1212,1087,6377,1291,188,3250,596,1766,17924,133
2025-02-22,23,17269,669,1462,1136,1052,6100,1216,183,3096,569,1713,17197,-72
2025-02-22,24,16624,656,1435,1089,984,5820,1148,181,2938,543,1682,16476,-148
2025-02-23,1,15980,644,1382,1042,930,5549,1102,182,2850,573,1662,15914,-66
2025-02-23,2,15588,639,1367,994,914,5363,1063,185,2725,566,1681,15497,-91
2025-02-23,3,15457,635,1353,997,901,5212,1050,188,2741,553,1806,15435,-22
2025-02-23,4,15437,632,1357,986,896,5115,1035,191,2714,537,1870,15335,-102
2025-02-23,5,15381,626,1334,963,912,5046,1036,193,2740,512,1901,15262,-119
2025-02-23,6,15526,625,1327,993,929,5106,1054,194,2793,518,1940,15481,-45
2025-02-23,7,15984,628,1351,1024,985,5229,1092,197,2847,519,2036,15908,-76
2025-02-23,8,16480,642,1378,1057,1050,5352,1147,203,2963,548,2118,16458,-21
2025-02-23,9,17104,657,1406,1103,1084,5598,1216,207,3049,573,2140,17032,-72
2025-02-23,10,17567,653,1443,1132,1080,5822,1262,208,3148,593,2057,17399,-168
2025-02-23,11,17395,618,1444,1161,1048,5964,1282,206,3210,603,1994,17530,135
2025-02-23,12,17566,630,1439,1149,1024,6106,1293,207,3249,613,1906,17617,51
2025-02-23,13,17663,628,1454,1124,983,6187,1285,205,3244,610,1965,17686,23
2025-02-23,14,17473,629,1430,1122,995,6159,1279,203,3206,614,1963,17599,126
2025-02-23,15,17503,640,1395,1095,1067,6167,1270,202,3203,616,2018,17674,171
2025-02-23,16,17720,648,1413,1152,1147,6185,1272,200,3237,620,2130,18005,285
2025-02-23,17,18426,662,1446,1212,1216,6254,1329,205,3334,643,2224,18525,98
2025-02-23,18,18885,673,1456,1276,1277,6399,1391,207,3460,650,2222,19009,124
2025-02-23,19,19291,684,1478,1290,1288,6634,1425,206,3587,655,2190,19436,145
2025-02-23,20,19072,685,1479,1273,1263,6606,1391,201,3545,600,2076,19117,45
2025-02-23,21,18481,678,1472,1234,1230,6414,1337,199,3458,620,1923,18566,84
2025-02-23,22,17823,676,1448,1171,1166,6209,1261,196,3370,599,1820,17915,92
2025-02-23,23,17025,661,1450,1099,1096,5921,1170,190,3183,568,1740,17078,53
2025-02-23,24,16081,645,1443,1032,1060,5605,1090,183,3029,545,1703,16335,253
2025-02-24,1,15400,632,1432,977,1021,5340,1044,182,2935,519,1648,15729,330
2025-02-24,2,14904,623,1429,933,985,5125,1009,179,2832,507,1629,15250,345
2025-02-24,3,14786,610,1421,955,971,5029,989,176,2801,520,1747,15220,434
2025-02-24,4,14828,604,1370,950,961,4954,985,177,2789,518,1826,15135,307
2025-02-24,5,14967,596,1364,958,957,5020,997,176,2780,521,1884,15253,285
2025-02-24,6,15578,599,1372,1003,977,5234,1047,178,2859,544,1962,15775,197
2025-02-24,7,16916,573,1414,1104,1083,5679,1152,181,3095,578,2087,16946,30
2025-02-24,8,18091,568,1460,1191,1118,6089,1247,188,3354,627,2220,18061,-30
2025-02-24,9,18045,586,1429,1184,1059,6312,1275,189,3412,628,2245,18320,275
2025-02-24,10,17993,572,1406,1176,982,6441,1260,188,3356,642,2169,18191,198
2025-02-24,11,17924,539,1408,1173,929,6541,1244,191,3348,637,1993,18003,79
2025-02-24,12,17541,558,1394,1162,911,6586,1214,193,3304,609,1700,17631,90
2025-02-24,13,17338,583,1397,1144,864,6542,1191,190,3314,593,1646,17465,127
2025-02-24,14,17200,584,1394,1171,870,6494,1180,181,3272,595,1564,17306,106
2025-02-24,15,17164,594,1395,1176,903,6464,1165,178,3316,598,1561,17350,185
2025-02-24,16,17223,593,1375,1183,948,6402,1137,180,3296,606,1703,17423,200
2025-02-24,17,17895,599,1402,1249,1029,6417,1197,183,3408,616,1933,18031,137
2025-02-24,18,18545,606,1416,1270,1106,6565,1281,187,3459,636,2051,18578,33
2025-02-24,19,18840,606,1410,1251,1120,6768,1332,188,3627,636,2011,18948,108
2025-02-24,20,18680,629,1420,1250,1092,6705,1334,185,3616,637,1933,18803,123
2025-02-24,21,18218,631,1437,1206,1051,6592,1294,183,3553,621,1846,18414,196
2025-02-24,22,17503,626,1450,1149,990,6320,1221,179,3422,573,1763,17695,191
2025-02-24,23,16570,614,1410,1067,910,5951,1131,186,3271,536,1686,16761,191
2025-02-24,24,15812,621,1378,997,853,5560,1058,188,3071,523,1640,15890,77
2025-02-25,1,15349,624,1347,935,825,5290,1000,186,2964,499,1629,15298,-51
2025-02-25,2,14825,610,1341,888,794,5093,970,188,2878,488,1638,14888,64
2025-02-25,3,14657,602,1329,871,789,4924,955,189,2794,478,1740,14670,13
2025-02-25,4,14509,605,1314,877,805,4888,945,188,2787,501,1843,14753,244
2025-02-25,5,14824,606,1318,894,851,4941,962,188,2787,494,1914,14954,130
2025-02-25,6,15501,605,1333,969,906,5147,1012,189,2943,474,2016,15594,93
2025-02-25,7,16832,609,1373,1075,1004,5600,1111,193,3177,496,2128,16767,-65
2025-02-25,8,18011,575,1370,1148,1053,6083,1195,201,3425,556,2279,17885,-127
2025-02-25,9,18173,558,1396,1102,1080,6253,1214,207,3514,569,2292,18185,12
2025-02-25,10,18020,556,1383,1106,1003,6366,1201,205,3487,564,2260,18131,111
2025-02-25,11,17568,544,1357,1077,942,6384,1164,205,3443,557,2129,17802,235
2025-02-25,12,17015,533,1328,1060,937,6382,1124,203,3362,559,1669,17158,144
2025-02-25,13,16782,524,1285,1079,972,6350,1118,203,3381,523,1569,17003,221
2025-02-25,14,16829,511,1267,1089,1005,6398,1125,202,3335,531,1547,17010,182
2025-02-25,15,16856,506,1278,1120,1036,6305,1096,202,3315,527,1580,16964,108
2025-02-25,16,17083,507,1310,1130,1075,6332,1124,203,3329,534,1651,17197,114
2025-02-25,17,17924,524,1337,1145,1183,6513,1212,206,3444,525,1936,18026,102
2025-02-25,18,18723,539,1346,1224,1255,6561,1281,208,3527,500,2079,18521,-202
2025-02-25,19,18823,554,1380,1217,1251,6661,1322,209,3669,558,2099,18920,97
2025-02-25,20,18937,602,1430,1195,1228,6647,1323,205,3693,578,2051,18953,15
2025-02-25,21,18616,663,1432,1175,1190,6494,1288,186,3633,557,1966,18583,-33
2025-02-25,22,17919,669,1458,1119,1104,6269,1224,162,3541,530,1893,17969,50
2025-02-25,23,16919,661,1433,1052,1002,5930,1132,159,3322,508,1856,17055,136
2025-02-25,24,16040,646,1412,992,951,5538,1057,154,3171,475,1810,16205,165
2025-02-26,1,15387,633,1379,927,931,5260,1006,155,3016,454,1768,15528,142
2025-02-26,2,14853,630,1357,887,920,5088,972,157,2960,455,1762,15186,333
2025-02-26,3,14872,615,1362,865,910,4961,952,157,2891,474,1869,15056,184
2025-02-26,4,14858,612,1370,841,901,4885,946,156,2892,453,1961,15016,158
2025-02-26,5,15148,600,1375,851,903,4934,966,157,2943,447,2051,15227,79
2025-02-26,6,15884,601,1378,913,978,5148,1009,161,3093,474,2149,15905,21
2025-02-26,7,17205,608,1393,1019,1084,5581,1118,164,3330,499,2298,17094,-112
2025-02-26,8,18191,582,1439,1083,1108,6018,1193,171,3510,533,2442,18080,-111
2025-02-26,9,17995,555,1429,1104,958,6127,1168,170,3461,521,2436,17928,-66
2025-02-26,10,17096,553,1411,1052,727,6140,1058,167,3425,527,2410,17470,374
2025-02-26,11,16794,531,1380,995,592,6183,1003,165,3369,509,2403,17130,336
2025-02-26,12,16810,535,1339,982,535,6251,1001,162,3469,518,2404,17196,386
2025-02-26,13,16979,532,1311,969,546,6288,993,163,3405,541,2374,17123,144
2025-02-26,14,16872,526,1303,953,546,6243,954,163,3325,560,2366,16939,68
2025-02-26,15,16846,515,1306,961,595,6232,941,164,3364,529,2401,17007,161
2025-02-26,16,16846,511,1319,994,691,6234,988,165,3346,544,2418,17210,364
2025-02-26,17,17431,516,1331,1081,938,6287,1124,166,3426,563,2458,17889,459
2025-02-26,18,18304,548,1383,1169,1179,6452,1231,167,3591,576,2335,18631,327
2025-02-26,19,18956,591,1413,1194,1242,6643,1304,169,3682,563,2229,19030,74
2025-02-26,20,18870,652,1425,1192,1219,6632,1321,166,3716,560,2132,19015,145
2025-02-26,21,18601,663,1438,1176,1143,6508,1302,164,3685,545,2061,18683,82
2025-02-26,22,17781,664,1438,1128,1057,6296,1245,160,3603,535,1961,18086,305
2025-02-26,23,17088,658,1426,1041,988,5988,1165,159,3350,500,1871,17147,59
2025-02-26,24,16224,643,1393,982,926,5633,1089,157,3185,466,1816,16290,66
2025-02-27,1,15540,631,1373,942,890,5328,1047,155,3033,462,1770,15629,90
2025-02-27,2,15037,623,1360,918,917,5110,1008,153,2902,467,1771,15229,192
2025-02-27,3,15154,596,1334,907,932,4986,980,153,2828,468,1873,15058,-96
2025-02-27,4,15175,610,1310,899,960,4914,964,154,2855,470,1965,15100,-75
2025-02-27,5,15367,604,1296,931,966,4997,973,156,2903,491,2037,15355,-12
2025-02-27,6,16033,606,1275,974,1012,5235,1027,160,3058,519,2118,15985,-48
2025-02-27,7,17275,615,1323,1079,1123,5701,1141,162,3342,500,2273,17259,-16
2025-02-27,8,18567,593,1387,1156,1179,6206,1236,169,3592,534,2422,18473,-95
2025-02-27,9,18926,570,1402,1165,1181,6418,1253,170,3646,547,2448,18798,-128
2025-02-27,10,18547,554,1391,1177,1172,6494,1190,170,3605,539,2424,18717,170
2025-02-27,11,18365,560,1388,1174,1167,6549,1124,163,3608,549,2388,18670,306
2025-02-27,12,18262,541,1378,1176,1140,6576,1083,123,3550,549,2303,18419,156
2025-02-27,13,18048,519,1369,1183,1121,6545,1056,109,3531,551,2304,18288,240
2025-02-27,14,17861,480,1358,1163,1084,6517,1062,111,3517,550,2259,18101,240
2025-02-27,15,17349,523,1370,1141,1070,6441,1060,110,3489,541,2052,17796,447
2025-02-27,16,17720,520,1396,1144,1091,6505,1137,112,3495,486,2147,18033,313
2025-02-27,17,18810,556,1478,1184,1163,6576,1219,116,3586,546,2315,18738,-71
2025-02-27,18,19112,599,1512,1235,1198,6645,1272,118,3654,576,2245,19055,-57
2025-02-27,19,19067,609,1547,1195,1221,6732,1316,119,3697,581,2114,19131,64
2025-02-27,20,18847,664,1560,1231,1136,6677,1312,106,3738,563,2027,19012,165
2025-02-27,21,18412,681,1555,1200,1096,6559,1277,97,3658,541,1931,18596,184
2025-02-27,22,17831,694,1578,1132,1032,6363,1219,94,3561,530,1830,18032,201
2025-02-27,23,17047,682,1567,1058,957,6031,1143,96,3375,507,1760,17176,129
2025-02-27,24,16306,673,1538,986,897,5651,1081,98,3202,478,1718,16323,17
2025-02-28,1,15787,660,1524,942,864,5416,1042,99,3022,459,1667,15696,-91
2025-02-28,2,15246,650,1510,937,843,5174,1011,102,2936,459,1682,15305,59
2025-02-28,3,15329,641,1509,929,835,5096,1000,104,2915,479,1801,15308,-21
2025-02-28,4,15425,641,1524,955,860,5068,1005,108,2895,451,1890,15397,-27
2025-02-28,5,15699,633,1495,949,896,5133,1030,111,2915,454,1966,15582,-117
2025-02-28,6,16297,631,1495,1028,992,5333,1086,113,3048,476,2057,16260,-37
2025-02-28,7,17581,643,1557,1140,1099,5732,1202,116,3251,522,2198,17459,-122
2025-02-28,8,18347,611,1589,1206,1106,6081,1275,122,3488,542,2335,18352,5
2025-02-28,9,18175,593,1539,1170,939,6266,1261,122,3486,577,2351,18305,130
2025-02-28,10,17825,593,1583,1106,824,6401,1252,116,3458,545,2278,18157,332
2025-02-28,11,17655,589,1598,1112,786,6557,1217,106,3452,561,2206,18185,530
2025-02-28,12,17528,572,1586,1095,763,6617,1188,103,3457,568,2059,18008,481
2025-02-28,13,17396,566,1614,1080,766,6577,1197,99,3427,556,1965,17847,451
2025-02-28,14,17386,569,1603,1090,822,6593,1205,98,3427,558,1955,17921,535
2025-02-28,15,17906,562,1613,1084,982,6637,1246,102,3421,548,2101,18297,391
2025-02-28,16,18100,568,1603,1123,1126,6675,1278,102,3369,571,1951,18367,267
2025-02-28,17,18374,582,1626,1210,1225,6683,1324,103,3388,624,1992,18755,381
2025-02-28,18,18938,595,1647,1289,1297,6790,1383,102,3473,637,2017,19230,292
2025-02-28,19,19089,632,1609,1309,1288,6799,1401,99,3472,617,1967,19194,105
2025-02-28,20,18621,694,1595,1297,1211,6701,1377,99,3432,616,1896,18918,298
2025-02-28,21,18397,726,1583,1248,1154,6569,1331,98,3362,615,1804,18491,93
2025-02-28,22,17644,712,1580,1232,1104,6326,1255,94,3247,580,1711,17842,198
2025-02-28,23,16761,704,1566,1165,1029,6017,1172,89,3089,548,1637,17016,255
2025-02-28,24,16089,690,1544,1108,957,5680,1076,89,2906,542,1580,16170,81
2025-03-01,1,15551,677,1550,1055,942,5360,1019,96,2721,537,1506,15463,-88
2025-03-01,2,14802,673,1555,1031,935,5117,973,97,2616,538,1509,15044,243
2025-03-01,3,14718,667,1526,1010,937,4965,960,95,2585,548,1623,14915,197
2025-03-01,4,14801,668,1552,997,926,4925,981,97,2570,530,1703,14950,148
2025-03-01,5,14928,669,1545,989,911,4994,1006,98,2646,492,1768,15118,190
2025-03-01,6,15485,667,1544,1005,923,5119,1040,99,2777,492,1833,15500,16
2025-03-01,7,16352,675,1564,1036,964,5298,1107,102,2915,554,1932,16147,-205
2025-03-01,8,16618,687,1551,1066,977,5406,1179,110,3049,577,2031,16632,14
2025-03-01,9,16999,690,1591,1125,995,5684,1231,112,3029,602,2054,17114,115
2025-03-01,10,17200,676,1592,1175,954,5881,1244,111,3122,624,1957,17336,136
2025-03-01,11,17255,656,1574,1216,933,6080,1228,111,3148,640,1739,17324,69
2025-03-01,12,17371,646,1582,1233,936,6267,1194,110,3287,634,1665,17553,182
2025-03-01,13,17599,638,1580,1233,913,6330,1183,108,3381,631,1650,17647,49
2025-03-01,14,17168,637,1569,1228,891,6278,1155,135,3345,628,1577,17442,274
2025-03-01,15,17090,597,1561,1220,921,6247,1149,124,3367,618,1583,17385,295
2025-03-01,16,17394,579,1561,1218,983,6283,1189,111,3380,598,1632,17533,139
2025-03-01,17,17981,552,1577,1280,1079,6395,1289,114,3415,619,1833,18154,173
2025-03-01,18,18833,566,1584,1326,1224,6625,1421,118,3490,643,2074,19071,238
2025-03-01,19,19773,576,1603,1373,1302,6795,1498,115,3609,650,2137,19657,-116
2025-03-01,20,19331,587,1597,1336,1263,6769,1475,112,3563,640,2066,19409,78
2025-03-01,21,18982,611,1605,1303,1233,6653,1435,111,3460,621,1974,19004,22
2025-03-01,22,18410,610,1619,1237,1187,6503,1376,111,3341,605,1867,18456,46
2025-03-01,23,17677,599,1600,1216,1139,6265,1313,112,3222,588,1780,17833,156
2025-03-01,24,17009,599,1573,1157,1086,5996,1264,117,3112,561,1734,17200,191
2025-03-02,1,16733,586,1559,1113,1054,5738,1231,118,3042,543,1716,16700,-33
2025-03-02,2,16485,564,1547,1093,1041,5591,1206,119,2965,529,1745,16400,-85
2025-03-02,3,16444,588,1542,1072,1045,5468,1198,120,2920,472,1860,16285,-159
2025-03-02,4,16306,581,1539,1054,1069,5412,1200,120,2916,493,1933,16317,11
2025-03-02,5,16458,575,1528,1096,1094,5428,1212,124,2934,533,1989,16514,56
2025-03-02,6,16813,566,1515,1112,1128,5472,1241,125,2960,538,2039,16698,-115
2025-03-02,7,17208,572,1505,1132,1186,5558,1286,127,3036,539,2120,17060,-148
2025-03-02,8,17427,617,1520,1145,1182,5676,1327,133,3121,536,2175,17431,4
2025-03-02,9,17538,643,1529,1170,1065,5851,1334,133,3230,609,2195,17760,222
2025-03-02,10,17666,650,1531,1185,926,6039,1305,133,3290,627,2049,17734,68
2025-03-02,11,17534,681,1542,1189,829,6169,1253,132,3346,642,1853,17637,102
2025-03-02,12,17505,664,1519,1191,782,6291,1193,131,3341,647,1838,17595,91
2025-03-02,13,17475,647,1504,1186,777,6305,1146,129,3351,654,1954,17653,179
2025-03-02,14,17475,631,1525,1158,764,6294,1127,128,3315,650,1981,17574,99
2025-03-02,15,17572,621,1533,1177,756,6334,1134,125,3356,643,2030,17708,136
2025-03-02,16,18168,617,1556,1187,876,6396,1206,125,3455,666,2192,18276,108
2025-03-02,17,19250,623,1566,1276,1130,6567,1318,128,3550,676,2314,19148,-103
2025-03-02,18,20047,632,1556,1355,1391,6802,1445,130,3727,686,2325,20050,4
2025-03-02,19,20301,569,1552,1403,1476,6922,1511,131,3742,674,2251,20232,-69
2025-03-02,20,19858,598,1611,1350,1466,6855,1499,130,3685,665,2132,19990,132
2025-03-02,21,19651,648,1638,1317,1423,6743,1446,125,3649,672,2029,19689,38
2025-03-02,22,18878,603,1554,1305,1352,6538,1381,123,3515,580,1921,18871,-7
2025-03-02,23,17635,570,1493,1229,1272,6230,1303,121,3358,592,1807,17976,341
2025-03-02,24,16859,571,1520,1162,1222,5847,1227,118,3181,589,1759,17195,337
2025-03-03,1,16518,570,1491,1117,1192,5551,1174,114,3089,567,1748,16613,95
2025-03-03,2,16163,554,1490,1095,1196,5366,1155,111,3008,511,1760,16246,83
2025-03-03,3,15982,545,1481,1074,1189,5264,1143,110,2936,487,1876,16106,123
2025-03-03,4,16016,543,1424,1073,1189,5228,1138,110,2932,530,1967,16133,117
2025-03-03,5,16093,545,1390,1122,1222,5290,1152,110,2963,549,2034,16378,285
2025-03-03,6,16804,542,1475,1180,1292,5479,1195,112,3066,549,2112,17003,199
2025-03-03,7,17938,552,1534,1284,1373,5900,1288,116,3293,599,2251,18189,252
2025-03-03,8,19204,581,1545,1330,1320,6347,1363,122,3529,645,2364,19146,-58
2025-03-03,9,19244,591,1557,1302,1193,6522,1367,122,3637,675,2289,19256,12
2025-03-03,10,18835,565,1544,1263,1091,6572,1316,119,3579,645,1990,18685,-150
2025-03-03,11,17871,545,1503,1233,996,6598,1246,116,3478,622,1679,18016,145
2025-03-03,12,17323,525,1467,1206,919,6583,1171,115,3433,609,1580,17607,283
2025-03-03,13,16833,506,1452,1176,892,6551,1111,107,3352,643,1589,17380,547
2025-03-03,14,17100,498,1454,1184,909,6522,1104,121,3327,600,1874,17593,493
2025-03-03,15,17713,493,1446,1207,981,6518,1081,112,3296,603,2045,17782,69
2025-03-03,16,17800,508,1453,1245,1062,6547,1092,106,3314,626,2120,18073,273
2025-03-03,17,18508,519,1473,1302,1178,6596,1207,110,3410,629,2223,18647,139
2025-03-03,18,19149,538,1498,1379,1277,6759,1329,110,3624,639,2207,19359,210
2025-03-03,19,19665,555,1449,1361,1318,6913,1391,111,3683,655,2117,19553,-112
2025-03-03,20,19266,628,1498,1339,1276,6912,1389,105,3659,679,2002,19487,221
2025-03-03,21,18881,634,1488,1296,1235,6741,1351,104,3643,646,1923,19060,179
2025-03-03,22,18094,626,1440,1219,1204,6515,1278,101,3495,616,1842,18335,241
2025-03-03,23,17132,609,1424,1143,1125,6150,1181,99,3305,575,1751,17360,228
2025-03-03,24,16337,598,1472,1077,1008,5769,1098,96,3081,550,1687,16436,100
2025-03-04,1,15681,591,1453,1023,932,5461,1044,94,2956,519,1646,15720,39
2025-03-04,2,15261,587,1442,976,895,5253,1010,93,2858,550,1641,15305,44
2025-03-04,3,15081,582,1412,969,897,5110,999,97,2814,575,1760,15214,133
2025-03-04,4,15239,582,1394,966,905,5052,992,98,2842,581,1850,15263,24
2025-03-04,5,15411,581,1414,983,992,5208,1010,103,2844,559,1904,15596,185
2025-03-04,6,16017,592,1388,1044,962,5391,1049,105,2903,582,1969,15988,-30
2025-03-04,7,16892,585,1417,1130,1052,5780,1138,106,3158,575,2120,17061,168
2025-03-04,8,18116,557,1442,1188,1090,6195,1222,110,3338,582,2297,18021,-95
2025-03-04,9,18029,533,1450,1186,1066,6374,1230,108,3392,627,2294,18260,231
2025-03-04,10,18260,528,1435,1173,1018,6455,1213,111,3425,618,2303,18279,19
2025-03-04,11,18258,522,1425,1173,964,6567,1216,114,3397,630,2284,18292,34
2025-03-04,12,18263,529,1409,1181,976,6675,1213,114,3386,663,2239,18386,123
2025-03-04,13,18280,534,1384,1208,995,6690,1213,107,3334,635,2204,18304,24
2025-03-04,14,18283,531,1421,1220,1008,6683,1212,93,3366,605,2182,18321,37
2025-03-04,15,18214,536,1436,1199,1074,6576,1196,106,3347,601,2150,18220,6
2025-03-04,16,17957,542,1427,1211,1123,6544,1202,116,3440,601,1939,18143,186
2025-03-04,17,18862,555,1445,1260,1200,6638,1266,122,3599,593,2207,18885,23
